id,user1,bot1,user2,bot2
321,Voices keep whispering my name.,I hear how intense this feels. These sensations can come from heightened stress. Let’s try to understand the situation better.,It becomes stronger when I'm anxious.,Stress can amplify these perceptions. Let’s identify a coping strategy you can use right now.
322,I can’t trust my own thoughts.,"Thank you for sharing this. It’s a common experience in psychosis to feel watched or unsafe. You’re not alone, and we can unpack this together.",I haven't slept properly for days.,Thank you for explaining. Let’s focus on one small step you can take to feel calmer right now.
323,I’m losing control of my mind.,"That sounds frightening. I’m here with you. These experiences can feel very real, especially during stress. Can we explore what was happening before this started?",It started after a stressful week.,Heightened anxiety can intensify these sensations. A grounding exercise might help bring clarity.
324,I feel like someone is watching me.,That sounds very distressing. Let’s take it step by step. What made you feel this way today?,I feel overwhelmed.,Stress can amplify these perceptions. Let’s identify a coping strategy you can use right now.
325,Voices keep whispering my name.,It makes sense that this feels overwhelming. Sometimes the mind reacts this way when sleep or stress becomes difficult. Let’s look at what might be triggering this.,It happens suddenly and scares me.,Heightened anxiety can intensify these sensations. A grounding exercise might help bring clarity.
326,I can’t trust my own thoughts.,That sounds very distressing. Let’s take it step by step. What made you feel this way today?,It becomes stronger when I'm anxious.,Stress can amplify these perceptions. Let’s identify a coping strategy you can use right now.
327,I can’t focus; everything feels jumbled.,I hear how intense this feels. These sensations can come from heightened stress. Let’s try to understand the situation better.,It becomes stronger when I'm anxious.,Heightened anxiety can intensify these sensations. A grounding exercise might help bring clarity.
328,I’m losing control of my mind.,"That sounds frightening. I’m here with you. These experiences can feel very real, especially during stress. Can we explore what was happening before this started?",It started after a stressful week.,Thank you for explaining. Let’s focus on one small step you can take to feel calmer right now.
329,I can’t focus; everything feels jumbled.,That sounds very distressing. Let’s take it step by step. What made you feel this way today?,It started after a stressful week.,Stress can amplify these perceptions. Let’s identify a coping strategy you can use right now.
330,I’m losing control of my mind.,"That sounds frightening. I’m here with you. These experiences can feel very real, especially during stress. Can we explore what was happening before this started?",I feel overwhelmed.,Thank you for explaining. Let’s focus on one small step you can take to feel calmer right now.
